table_name,table_schema,column_name,data_type
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,sales_initiated_location_cd,integer
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,dispatch_location_cd,integer
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,replen_location_cd,integer
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,sales_origination_channel_cd,integer
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,fulfilment_channel_cd,integer
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,operating_company_cd,integer
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,gross_sales_volume,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,return_sales_volume,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,net_sales_volume,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,prepromotions_services_sales_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,prepromotions_product_sales_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,total_prepromotions_sales_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,promotional_discount_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,central_markdown_discount_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,store_markdown_discount_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,nectar_points_product_specific_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,marketing_discounts_product_level_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,return_retail_value_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,gross_sales_after_product_discount_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,other_corporate_vouchers_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,marketing_discounts_basket_level_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,nectar_points_basket_level_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,commissions_concessions_jobbing_recovery_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,other_sales_adjustments_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,colleague_discount_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,corporate_sales_adjustments_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,net_retail_sales_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,financial_services_revenue_amt,real
adw_prod_adw_finance_pl_agg_finance_pnl_metric,sainsbury,points_billings_amt,real
